0 14.58930257 30.7797512726 2.51341513959 0.00017448865676 -1.39573994781E-06 5.38876257892E-08 0.000174494247274193 -1.98821702900002E-06 6.56147732999989E-07 
1 14.6067386559 30.7796148518 2.51342055539 0.000174237735385 -1.3348137322E-06 5.44227031835E-08 0.000174242856730552 -1.97539730199998E-06 6.46860375999998E-07 
2 14.6241516923 30.7794838512 2.51342602686 0.000174023510985 -1.28429853765E-06 5.50060317973E-08 0.000174028258693649 -1.962091128E-06 6.40616817000004E-07 
3 14.6415449303 30.7793574604 2.51343155402 0.000173871563117 -1.23387627867E-06 5.55194292847E-08 0.000173875950015599 -1.94277982900002E-06 6.37145439999996E-07 
4 14.658927917 30.7792397618 2.51343712313 0.000173767886378 -1.12238438027E-06 5.57205327478E-08 0.000173771520070903 -1.91126149599999E-06 6.33956403000001E-07 
5 14.6762969735 30.7791331066 2.5134427134 0.000173607553704 -1.01422707337E-06 5.61231139236E-08 0.000173610525341776 -1.84536890099999E-06 6.28186013999988E-07 
6 14.6936495431 30.779036249 2.51344835005 0.00017343771606 -9.26591729633E-07 5.65949012778E-08 0.000173440200436131 -1.75138681499998E-06 1.28120314E-06 
7 14.7109838283 30.7789471824 2.51345403399 0.000173243657336 -8.63709156752E-07 5.70847527998E-08 0.000173245819745614 -1.69047201499999E-06 1.26798028700001E-06 
8 14.7282969277 30.778863046 2.513459761 0.000173020184049 -8.2593769969E-07 5.74658603814E-08 0.000173022164949346 -1.597090673E-06 1.23915844700001E-06 
9 14.7455887276 30.7787820864 2.51346552219 0.000172827403103 -7.97384231155E-07 5.7687980942E-08 0.000172829252190832 -1.51153172899999E-06 1.212196408E-06 
10 14.7628614447 30.7787040678 2.51347128622 0.000172639476731 -7.65362544429E-07 5.74930679123E-08 0.00017264118283663 -1.44615959799999E-06 1.17831954200002E-06 
11 14.780117345 30.7786290208 2.51347700848 0.000172481946638 -7.35293736527E-07 5.68923414581E-08 0.000172483523299043 -1.37543397800001E-06 1.14938491399999E-06 
12 14.7973585055 30.7785569587 2.51348269711 0.00017234545496 -7.04536936992E-07 5.69440770386E-08 0.000172346904411692 -1.30717796599999E-06 1.120683672E-06 
13 14.8145870683 30.7784877142 2.51348839569 0.000172230246222 -6.79845075104E-07 5.68923981602E-08 0.000172231597390728 -1.26592076499999E-06 6.94826074999994E-07 
14 14.8318053115 30.7784217521 2.51349408343 0.000172139607098 -6.40788450156E-07 5.68270095784E-08 0.000172140809138916 -1.20360135999999E-06 6.90806956000009E-07 
15 14.8490142089 30.7783601164 2.51349976751 0.000172043256668 -5.91544999988E-07 5.68241986193E-08 0.000172044283018669 -1.15287396E-06 6.79928531999998E-07 
16 14.8662144933 30.7783031097 2.51350544017 0.000171965340455 -5.45976142749E-07 5.6394460678E-08 0.000171966216414992 -1.110297828E-06 6.69326750000012E-07 
17 14.8834081147 30.778251202 2.5135110275 0.000171908230589 -4.93282977055E-07 5.52105851806E-08 0.000171908947180026 -1.06775587E-06 6.63538251000008E-07 
18 14.9005964427 30.7782044909 2.51351651772 0.000171857116563 -4.44915174976E-07 5.47357618619E-08 0.000171857701191611 -1.060950854E-06 6.48161379999978E-07 
19 14.9177800448 30.7781625139 2.51352197288 0.000171811757997 -4.03795859828E-07 5.45250143716E-08 0.000171812241153223 -1.04450856200001E-06 6.3724283599998E-07 
20 14.934959753 30.7781251665 2.51352742844 0.000171779091566 -3.50592865076E-07 5.45783414724E-08 0.000171779458007623 -9.88003074999997E-07 6.31638906999993E-07 
21 14.9521361584 30.7780920136 2.51353288607 0.00017175107067 -3.14374224248E-07 5.45410720076E-08 0.000171751367046009 -9.70492386000014E-07 6.29682171999997E-07 
22 14.969309876 30.7780625884 2.51353834669 0.000171721931062 -2.74526212833E-07 5.46785368148E-08 0.000171722159205055 -9.72574801999987E-07 6.3332980699998E-07 
