32 0.176080 0.176080
33 0.177193 0.353273
34 0.178127 0.531399
35 0.178786 0.710185
36 0.179616 0.889801
37 0.180581 1.070382
38 0.181611 1.251994
39 0.182678 1.434671
40 0.183629 1.618300
41 0.184592 1.802892
42 0.184787 1.987679
43 0.185349 2.173028
44 0.185369 2.358398
45 0.185318 2.543715
46 0.185168 2.728884
47 0.184995 2.913878
48 0.185021 3.098899
49 0.185200 3.284100
50 0.185245 3.469344
51 0.184614 3.653959
52 0.184246 3.838205
53 0.184635 4.022840
54 0.185100 4.207940
55 0.185523 4.393463
56 0.185670 4.579133
57 0.185909 4.765042
58 0.186302 4.951344
59 0.186494 5.137837
60 0.186550 5.324388
61 0.186681 5.511068
62 0.186695 5.697763
63 0.186328 5.884091
64 0.185465 6.069556
65 0.184740 6.254296
66 0.184243 6.438539
67 0.184427 6.622966
68 0.185127 6.808093
69 0.186099 6.994191
70 0.187011 7.181202
71 0.188160 7.369361
72 0.189543 7.558905
73 0.190583 7.749487
74 0.190983 7.940470
75 0.191219 8.131690
76 0.191041 8.322731
77 0.190918 8.513649
78 0.190846 8.704494
79 0.190911 8.895406
80 0.191188 9.086595
81 0.191442 9.278037
82 0.192306 9.470343
83 0.192881 9.663223
84 0.193359 9.856583
85 0.193417 10.049999
86 0.193454 10.243454
87 0.193643 10.437097
88 0.193997 10.631093
89 0.194133 10.825226
90 0.194403 11.019629
91 0.194849 11.214478
92 0.194713 11.409192
93 0.194862 11.604054
94 0.194520 11.798574
95 0.194604 11.993178
96 0.194765 12.187943
97 0.195063 12.383007
98 0.195502 12.578509
99 0.195749 12.774259
100 0.195646 12.969904
101 0.195327 13.165231
102 0.194940 13.360170
103 0.194746 13.554916
104 0.194712 13.749628
105 0.193581 13.943210
106 0.192634 14.135843
107 0.191288 14.327131
108 0.190507 14.517638
109 0.190573 14.708211
110 0.191423 14.899634
111 0.192895 15.092529
112 0.194341 15.286870
113 0.195143 15.482014
114 0.195451 15.677464
115 0.195552 15.873016
116 0.195536 16.068552
117 0.195214 16.263767
118 0.194162 16.457930
119 0.192943 16.650873
120 0.191757 16.842630
121 0.190773 17.033403
122 0.189969 17.223373
123 0.189314 17.412687
124 0.188210 17.600897
125 0.186953 17.787849
126 0.185759 17.973608
127 0.184603 18.158211
128 0.183661 18.341871
129 0.182558 18.524429
130 0.181894 18.706324
131 0.181430 18.887754
132 0.180437 19.068192
133 0.179743 19.247934
134 0.179233 19.427168
135 0.178890 19.606058
136 0.178764 19.784822
137 0.178865 19.963688
138 0.179092 20.142780
139 0.179307 20.322086
140 0.179486 20.501572
141 0.178873 20.680445
142 0.178188 20.858633
143 0.177103 21.035736
144 0.175992 21.211727
145 0.174959 21.386686
146 0.173224 21.559910
147 0.171941 21.731852
148 0.170836 21.902687
149 0.169763 22.072451
150 0.168862 22.241312
151 0.168032 22.409344
152 0.168538 22.577883
153 0.169638 22.747520
154 0.171062 22.918583
155 0.172595 23.091179
156 0.173931 23.265110
157 0.175221 23.440331
158 0.175499 23.615829
159 0.175790 23.791620
160 0.175869 23.967489
161 0.176078 24.143566
162 0.176394 24.319960
163 0.177089 24.497047
164 0.178134 24.675180
165 0.179056 24.854237
166 0.179801 25.034039
167 0.180745 25.214785
168 0.180988 25.395773
169 0.181221 25.576994
170 0.180914 25.757908
171 0.180696 25.938604
172 0.180706 26.119310
173 0.180761 26.300072
174 0.180527 26.480598
175 0.180427 26.661026
176 0.180436 26.841463
177 0.180773 27.022236
178 0.180897 27.203133
179 0.181144 27.384275
180 0.181565 27.565840
181 0.181981 27.747820
182 0.182392 27.930212
183 0.182902 28.113113
184 0.183534 28.296648
185 0.183913 28.480560
186 0.183882 28.664442
187 0.183675 28.848116
188 0.183568 29.031685
189 0.183689 29.215374
190 0.184043 29.399418
191 0.184372 29.583790
192 0.184245 29.768034
193 0.184019 29.952053
194 0.183377 30.135431
195 0.183080 30.318512
196 0.183291 30.501802
197 0.183321 30.685123
198 0.183275 30.868399
199 0.182807 31.051205
200 0.182323 31.233528
201 0.181833 31.415361
202 0.181517 31.596878
203 0.181689 31.778566
204 0.181615 31.960180
205 0.181664 32.141846
206 0.182297 32.324142
207 0.182937 32.507080
208 0.182933 32.690014
209 0.182641 32.872654
210 0.182415 33.055069
211 0.182371 33.237438
212 0.182470 33.419907
213 0.182477 33.602383
214 0.182131 33.784515
215 0.182085 33.966602
216 0.182127 34.148731
217 0.182216 34.330948
