cycle rbc_center_position[x y z] rbc_velocity[x y z] x_min_vel[x y z] x_max_vel[x y z] y_min_vel[x y z] y_max_vel[x y z] z_min_vel[x y z] z_max_vel[x y z] volume surface 
0 40.0485060203 16.7640674187 17.5372784614 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 86.4064976496 129.503986998
1000 40.3864043563 16.763891896 17.5366572117 0.00561789420673 -5.78810145877e-07 -4.20711870443e-06 0.00561520896723 1.67307350854e-06 -2.97928993395e-06 0.00574398994277 -3.3954264687e-07 -4.87486986351e-06 0.00539987148554 -2.09234453255e-06 -6.76552312838e-06 0.00573016669166 2.9431491918e-06 -9.39710506882e-08 0.00537235060396 -1.06608144355e-06 -2.81614565762e-06 0.00570461800471 1.29633497403e-06 -1.5720873187e-06 86.4075058016 129.600544065
2000 41.0232216604 16.7638190149 17.5362747421 0.00679124317502 -9.63765505313e-07 -3.67817177016e-06 0.00678454553248 1.58038033147e-05 2.50984264989e-06 0.0069561892807 -1.00527046844e-05 -9.79592233093e-06 0.00650227385055 3.07639303884e-06 -1.06502839283e-05 0.006943494605 1.75922724695e-06 7.07413827835e-06 0.00648721500986 -2.70543693092e-06 1.21117083828e-06 0.00689858970837 4.36711793356e-06 3.07207917653e-07 86.4157209419 129.881845397
3000 41.713603402 16.763691637 17.5358539442 0.00695260778259 -1.59081924821e-06 -4.81238350835e-06 0.0069484482751 2.68529483925e-05 4.4008902608e-06 0.00711197246448 -1.72099805501e-05 -1.39312189756e-05 0.00666653168886 6.59481179496e-06 -1.38725309257e-05 0.00710864908793 1.37739314544e-06 9.72180034623e-06 0.00665910508164 -3.17287431945e-06 2.76917629031e-06 0.00705883622289 5.0886065261e-06 1.25470931336e-06 86.4294744298 130.203844607
4000 42.4078901361 16.7635067097 17.5353344544 0.00692170753339 -2.01242393718e-06 -5.50989854502e-06 0.00692134455182 3.34928173868e-05 4.07741751636e-06 0.00706752468905 -2.29955515315e-05 -1.61355123416e-05 0.00665035422043 1.01619737193e-05 -1.48391727182e-05 0.00707524029781 8.3511350906e-07 1.0714291963e-05 0.00664988469312 -1.170291453e-06 3.22344014429e-06 0.00702243484153 4.73118034784e-06 2.64220444063e-06 86.4438297146 130.525986349
5000 43.0969982129 16.763273753 17.5347560927 0.00685920796139 -2.54797007105e-06 -6.02810697439e-06 0.00659845986785 3.33429555944e-05 7.63039428031e-06 0.00699156793201 -2.85803284929e-05 -1.74524599143e-05 0.0066012581049 1.35776613997e-05 -1.53892684064e-05 0.00701013526871 1.37202197982e-07 1.12351325404e-05 0.00660887759437 1.11657000012e-06 2.97660092544e-06 0.00695437526505 3.28160813002e-06 3.92897072071e-06 86.4548076852 130.837169938
6000 43.7797037203 16.7630066096 17.5341650627 0.00679535034906 -2.78586557027e-06 -5.94674433951e-06 0.00654305115491 3.87714277309e-05 8.26991914398e-06 0.0069146408947 -3.23616397816e-05 -1.63116443443e-05 0.00654923743691 1.73682868113e-05 -1.41315568464e-05 0.00694394485719 -7.26953898314e-07 1.15621061748e-05 0.00656301544098 3.07264327088e-06 3.21967208527e-06 0.00688495981962 1.42947105723e-06 5.35402862321e-06 86.4602724644 131.134021039
7000 44.4561957911 16.7627120091 17.5335960112 0.00673514445774 -2.9817941169e-06 -5.44771406751e-06 0.00648987939319 4.20493061653e-05 7.20946008239e-06 0.00698867728339 -4.15945182161e-05 -2.94394643574e-06 0.0065000581076 2.10109484406e-05 -1.20642871258e-05 0.00688165581318 -1.5936323253e-06 1.20467282621e-05 0.00652006902516 6.09223717733e-06 3.37025986761e-06 0.00681903625134 -3.81977776687e-07 7.32686808431e-06 86.4585162518 131.415440587
8000 45.1268503235 16.7624028245 17.5330739438 0.00667864249943 -3.20665571067e-06 -4.89900703413e-06 0.00644334331408 4.66637486605e-05 8.09181562779e-06 0.00692029258327 -4.77586404386e-05 -2.09055745125e-06 0.0064515920513 2.45438765101e-05 -1.11962279185e-05 0.006823272064 -2.41432236161e-06 1.30282934561e-05 0.00647939442942 8.33315006931e-06 2.76651349793e-06 0.00675741422008 -1.83105527451e-06 8.94351958479e-06 86.4485846598 131.680824438
9000 45.7920140637 16.7620843957 17.5326210374 0.00662478888366 -2.9655426963e-06 -4.17780700816e-06 0.00639868140538 5.12032307806e-05 7.77238625503e-06 0.00685545173995 -5.22867130595e-05 -8.42226352844e-07 0.00640568992722 2.86528137768e-05 -8.91502295304e-06 0.00676778747424 -3.0938490574e-06 1.3972912425e-05 0.00643843132841 1.00735132357e-05 3.11575906992e-06 0.00669849665353 -3.55753818063e-06 1.04658377409e-05 86.430759851 131.930935145
10000 46.4519961415 16.761765261 17.5322540595 0.00657485975643 -3.01627554659e-06 -3.1489317223e-06 0.0063565873942 5.36766297174e-05 6.68426557654e-06 0.00679525233706 -5.56331911487e-05 1.37305849082e-06 0.00636370291397 3.18631933672e-05 -6.5543168553e-06 0.0067160951506 -3.74503914461e-06 1.51561979676e-05 0.00640214729134 1.2552775046e-05 3.03609393474e-06 0.00664348088049 -5.29963469865e-06 1.24079081177e-05 86.4045266345 132.166080481
