cycle rbc_center_position[x y z] rbc_velocity[x y z] x_min_vel[x y z] x_max_vel[x y z] y_min_vel[x y z] y_max_vel[x y z] z_min_vel[x y z] z_max_vel[x y z] volume surface 
0 18.562339692 11.5567411043 30.2271164617 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 86.4064976496 129.503986998
1000 18.8096358237 11.5571334439 30.2265904587 0.00380156294857 -1.14263021721e-06 -5.73644030557e-06 0.00391889786309 1.34620403925e-05 -2.13612452321e-05 0.00383005839947 1.38550164801e-06 1.17484598653e-05 0.00306770342898 7.39275799064e-06 -8.23913693888e-06 0.00458952241945 -2.62235568303e-06 1.2064711196e-06 0.0046910885162 -3.69936324348e-06 -1.26047619448e-05 0.00261652753856 -1.26034018131e-05 6.55471352935e-06 86.339842721 129.470218516
2000 19.2310985281 11.5570578432 30.2260711822 0.00444904851261 -6.48462451753e-07 -5.47026425828e-06 0.00459620349249 4.24742343574e-05 -5.75474155905e-05 0.00446274448723 -6.12723361357e-06 4.62809715848e-05 0.00356098406911 2.39177167487e-05 -1.67423989969e-05 0.00540412647037 -8.41457628326e-06 1.83979858453e-05 0.00554040014352 -4.81967075906e-06 -9.96070713302e-06 0.00305393681423 -2.50555785762e-05 1.81839659924e-05 86.3471898935 129.551123244
3000 19.6825543783 11.5570454117 30.2254707419 0.004545210027 -1.3854931038e-06 -8.3192138178e-06 0.0043502975445 4.73661345652e-05 -0.000101541058696 0.00488982795107 -4.54790401565e-05 8.02025832832e-05 0.00366165541309 3.80663534914e-05 -2.47739870073e-05 0.00549032550703 -1.73150026046e-05 2.95486193266e-05 0.00563682548888 -9.64671149082e-06 -1.21046411609e-05 0.00316686880234 -3.16372323902e-05 2.43178289683e-05 86.3318479562 129.635480687
4000 20.1369243387 11.5568824647 30.2244851973 0.0045357484945 -2.02757147979e-06 -1.14980068091e-05 0.00435958939597 6.0511120319e-05 -0.000143932948289 0.00485443713047 -5.60367226431e-05 0.000109395051049 0.00368425541275 5.0528401785e-05 -3.15151363375e-05 0.00544292658213 -2.95812821466e-05 3.94387605383e-05 0.00559040403903 -1.41023047437e-05 -1.33117004482e-05 0.00321394107427 -3.29216456126e-05 2.73668740773e-05 86.3177588064 129.737432744
5000 20.5891490997 11.55673333 30.2232611432 0.00450796899339 -2.80961947432e-06 -1.47563604567e-05 0.00435459112859 6.85264280036e-05 -0.000175562267877 0.00479664378771 -6.52906405012e-05 0.00014268384326 0.00369152155075 5.98770832592e-05 -3.88334811483e-05 0.00537168935434 -3.77264101617e-05 4.55824016201e-05 0.0055196512834 -1.99297447271e-05 -1.48887030781e-05 0.00324488044662 -3.20968184231e-05 2.65609560762e-05 86.2770828229 129.825506743
6000 21.0384926282 11.5565287034 30.2217303139 0.00447914804136 -3.12190495484e-06 -1.77231593182e-05 0.00435035117067 7.52517637237e-05 -0.000208711304278 0.00473454906188 -6.87841321516e-05 0.000164449518514 0.00363076963996 2.51457284172e-05 -7.54012974784e-05 0.00530382247234 -4.86336239044e-05 5.37630774753e-05 0.00545032337896 -2.39098308262e-05 -1.51906925941e-05 0.00327280769906 -2.98991827031e-05 2.40510063347e-05 86.2215497169 129.907760373
7000 21.4850358962 11.5561898667 30.2197973918 0.00445197928811 -3.65589290573e-06 -2.06437021569e-05 0.00434852989701 8.12680781147e-05 -0.000236359057254 0.00467470938507 -7.40146005287e-05 0.000192509170048 0.00364323775376 3.16725272914e-05 -8.79165387543e-05 0.00523737207993 -5.43345379894e-05 5.85953372848e-05 0.00538218754558 -2.93238334193e-05 -1.49873732045e-05 0.00330100500814 -2.70927083294e-05 2.12820285519e-05 86.1666553946 129.997199053
8000 21.928913624 11.5559103846 30.2176476242 0.00442590321737 -3.77690709991e-06 -2.39604245859e-05 0.00434807287835 8.36806618008e-05 -0.000258137962198 0.00461429730859 -7.33407463035e-05 0.000206749118967 0.00365274196922 3.92544499156e-05 -0.00010322293375 0.00517628213545 -6.23836169624e-05 6.53499256443e-05 0.00532035359803 -3.20548281335e-05 -1.49737696356e-05 0.00332525407896 -2.49476408017e-05 1.6195987668e-05 86.0849086105 130.06495207
9000 22.3703063982 11.555520865 30.2150887565 0.00440168820758 -4.06027261206e-06 -2.68813331115e-05 0.00434872403464 8.92669472992e-05 -0.000286766307398 0.0045574648977 -7.61149076567e-05 0.00022925678786 0.00366478316351 4.47727467508e-05 -0.000118403832228 0.00511642696308 -6.57047013651e-05 6.99223596898e-05 0.00525846357881 -3.66287376488e-05 -1.45920645727e-05 0.00334997225706 -2.30528818328e-05 1.07951987403e-05 86.0048859545 130.13826751
