cycle rbc_center_position[x y z] rbc_velocity[x y z] x_min_vel[x y z] x_max_vel[x y z] y_min_vel[x y z] y_max_vel[x y z] z_min_vel[x y z] z_max_vel[x y z] volume surface 
0 18.7160806238 33.7381083247 15.2371319953 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 86.4064976496 129.503986998
1000 18.951398713 33.7375744337 15.2375335788 0.00359901485781 -2.82229510328e-06 1.60316265759e-06 0.0036376402344 -3.17973232827e-05 7.82399790484e-06 0.0037168199853 2.94725649709e-05 -3.97615102839e-07 0.00402890450353 -6.57106885827e-06 7.94388171592e-06 0.00291968253277 4.63760024252e-06 -1.11937191943e-06 0.00369764977659 3.67226513098e-06 1.95683149473e-06 0.00328648313908 -9.11440670332e-06 -3.40279566742e-06 86.4054436313 129.520011519
2000 19.3502306894 33.7374036646 15.2377479965 0.00421060583934 -9.91100972146e-07 2.89786169155e-06 0.00426728979583 -6.95760564245e-05 2.22247846766e-05 0.00434875778065 7.31655482651e-05 -7.62892056411e-06 0.00470121888098 -5.03713778352e-06 1.33118308512e-05 0.00344346754531 1.17871089739e-05 6.5947821785e-06 0.0043127584028 1.63274047384e-05 -5.05622939153e-07 0.00387031645571 -1.69563746796e-05 -4.58274916828e-06 86.3999255085 129.571229093
3000 19.7777133267 33.7373274019 15.2381099403 0.00430633292637 -9.48425342953e-07 4.3443089583e-06 0.00437683500208 -9.36484557952e-05 2.84400505239e-05 0.00443841158293 0.000102244964615 -1.04269931019e-05 0.00478568139308 -3.23209792613e-06 1.65782255136e-05 0.00356745606141 1.20180674165e-05 1.66616362268e-05 0.00441239505745 2.30054217302e-05 1.49277840637e-06 0.0039839966552 -2.19973730518e-05 -6.6047931563e-06 86.3846191655 129.647521255
4000 20.2084628553 33.7372378834 15.2385854089 0.00430264783541 -1.12850713463e-06 5.12535111659e-06 0.00438767904846 -0.000113154911654 2.86301748864e-05 0.00441947826041 0.000122001451038 -1.24480283123e-05 0.00475828806035 -6.57857950436e-07 1.80218673476e-05 0.00360910373937 7.96251004971e-06 2.76065662815e-05 0.0044111779651 2.63054515035e-05 4.98185442612e-06 0.0040003100825 -2.44869805909e-05 -9.65455869946e-06 86.3543917094 129.737614484
5000 20.637705101 33.7371076684 15.2391303445 0.00428144583569 -1.73560796453e-06 5.50493788442e-06 0.00437898878511 -0.000120915502407 2.72348059839e-05 0.00438038322992 0.000135209869982 -1.23812907804e-05 0.00471583971017 2.10141466838e-06 1.75381775085e-05 0.00363319280731 2.64020930123e-06 3.82834940882e-05 0.00439296677158 2.78032315055e-05 8.62207969575e-06 0.00399783987646 -2.65672623431e-05 -1.20611619247e-05 86.3071527498 129.833829822
6000 21.064703712 33.7369115196 15.239691942 0.00425847257248 -2.45315275042e-06 5.42665697779e-06 0.0043675639008 -0.000128805496684 2.1306589039e-05 0.00433799366988 0.000140269698461 -1.23929995085e-05 0.00467181720093 4.17554858011e-06 1.75423128266e-05 0.00364909718812 -4.05957115506e-06 4.45918932797e-05 0.00437105889495 2.77708873787e-05 1.26871405107e-05 0.00398958684889 -2.7029135773e-05 -1.54846849127e-05 86.2407617532 129.928954649
7000 21.4894463936 33.7366354285 15.2402115306 0.00423638823273 -3.23410859455e-06 4.81160014058e-06 0.00435662208576 -0.000130492065946 1.71438930454e-05 0.00429687097959 0.000148442899375 -1.21843756385e-05 0.00463277367381 6.37082763332e-06 1.62999441391e-05 0.00366287367038 -1.0393522423e-05 5.11662188819e-05 0.00435113120768 2.77208468855e-05 1.59013557161e-05 0.0039811797281 -2.87589953234e-05 -1.9405446243e-05 86.1554749641 130.019069605
8000 21.9120777837 33.7362766045 15.2406823402 0.00421596232234 -4.10266023717e-06 4.32889442393e-06 0.00434668173977 -0.000130161595449 1.11548180577e-05 0.00425633589844 0.000146532236248 -1.14073403721e-05 0.00459592365467 7.08777966999e-06 1.53232089735e-05 0.00367553194857 -1.68318331027e-05 5.8527551127e-05 0.00433226515252 2.63684958695e-05 1.87621235344e-05 0.00397236241894 -2.95588731861e-05 -2.17548905962e-05 86.0520874375 130.100321361
9000 22.3327298546 33.735824232 15.2411059416 0.004197200376 -4.78113024351e-06 3.41504765754e-06 0.00433546907102 -0.000133048013611 5.43509109119e-06 0.00421878770703 0.000149214323254 -1.12433011237e-05 0.0045627655256 9.04591742285e-06 1.41036520763e-05 0.00368515261889 -2.23310654447e-05 5.97216362423e-05 0.0043143122104 2.59845004127e-05 2.09533526442e-05 0.00396378445735 -3.03413194763e-05 -2.53604893482e-05 85.9311426576 130.17054989
10000 22.7515070688 33.7352679121 15.2413936653 0.00417828024842 -6.37993619817e-06 2.60355196711e-06 0.0043252703761 -0.000127351611658 3.15745568662e-07 0.00418295701758 0.000149207763581 -9.97209018358e-06 0.00453070461683 6.7055439627e-06 1.27896306206e-05 0.00369435172968 -2.76645044183e-05 6.34651696056e-05 0.00429694727027 2.28089767773e-05 2.33476504703e-05 0.00395581617881 -3.2541542495e-05 -2.85867512922e-05 85.7951720162 130.228433597
11000 23.1684657727 33.7345853912 15.2415496931 0.00416103580589 -7.36556742988e-06 1.18641617278e-06 0.00386064462297 -0.000108541427442 -1.08503039726e-05 0.00414761073512 0.000145268785538 -1.04986344671e-05 0.00450076232883 8.18983085741e-06 1.15030351359e-05 0.00370124145612 -3.26951757017e-05 6.65994641201e-05 0.00427950066754 2.16493282769e-05 2.42977393189e-05 0.00394684382471 -3.30690593664e-05 -3.11870803906e-05 85.6450671469 130.272965629
12000 23.5837252261 33.7338164119 15.2416097655 0.00414424509424 -8.09004957357e-06 -2.2169321243e-07 0.00381762899325 -9.80804208271e-05 2.62782542912e-05 0.004117529503 0.000149606486591 -1.01586247761e-05 0.00447419092049 7.48425944523e-06 9.07709335729e-06 0.00370704116894 -3.70455621e-05 6.6051720965e-05 0.00426426968025 2.06194774161e-05 2.50652425688e-05 0.00393992399731 -3.51039686624e-05 -3.41141380587e-05 85.4832199682 130.303855626
13000 23.9973639074 33.7329604941 15.241544306 0.0041283728526 -9.08315758335e-06 -1.35554235222e-06 0.00382099491347 -0.000108417409858 2.85272672117e-05 0.0040846436558 0.000141160834344 -9.69383238954e-06 0.00444610549285 7.36073041532e-06 8.83198376076e-06 0.00371377358873 -4.05220827935e-05 6.87866361262e-05 0.00424775623446 1.82036281462e-05 2.64531580357e-05 0.00395216197442 -8.77739889587e-05 2.26144477553e-05 85.3114907571 130.322138778
14000 24.4094473398 33.7320080398 15.2413514904 0.00411344484567 -9.98041114598e-06 -2.77781272458e-06 0.003829485086 -0.000117641387088 2.81893109164e-05 0.0040574137972 0.000144890652901 -1.02266286891e-05 0.00442341224768 6.38400251738e-06 5.86769288954e-06 0.00371750078474 -4.5053172833e-05 6.86761849779e-05 0.004233042874 1.68214795994e-05 2.63721672749e-05 0.00394818035804 -8.96294175922e-05 2.23151994779e-05 85.1315162378 130.327001663
15000 24.820071249 33.7310314553 15.2410347936 0.00409879147955 -8.42639767377e-06 -3.57713969808e-06 0.00383172318894 -0.000118340412094 3.09457700783e-05 0.00442620732926 0.000131455485755 -1.03003275237e-05 0.0043986751894 8.23671240431e-06 4.21069966653e-06 0.00371980871845 -4.62315305069e-05 7.0330899094e-05 0.00421979726278 1.73402035918e-05 2.58175901384e-05 0.00393946358928 -8.81229298618e-05 2.02477422978e-05 84.9450625375 130.32075003
16000 25.2292597215 33.7299641021 15.2405706177 0.00408557032442 -1.09841900828e-05 -5.08493399861e-06 0.00384036250884 -0.000130146746254 2.87741024279e-05 0.00438932244775 0.000142288649325 -1.58030204263e-05 0.00437838259255 5.55151318427e-06 2.02816503924e-06 0.00372450777647 -5.15316156234e-05 7.42266130954e-05 0.00420495802905 1.35716462063e-05 2.6472995211e-05 0.00393213345476 -9.10952183997e-05 2.10760920535e-05 84.7534556962 130.302761733
17000 25.6371210109 33.7288424874 15.2399883669 0.00407225422202 -1.12018983292e-05 -6.62207680739e-06 0.00384707453333 -0.000132556315151 2.73654068407e-05 0.00435693668868 0.000152550603751 -1.94039378742e-05 0.00435614369799 4.58756979667e-06 8.20251220004e-07 0.00372743855999 -5.33428325625e-05 6.83777440222e-05 0.00419222845851 1.25269738121e-05 2.6383305775e-05 0.00393061440034 -9.0516446415e-05 1.63339885094e-05 84.5581119905 130.27359964
18000 26.0437122376 33.7276900059 15.2392623417 0.00405955929612 -1.19149013558e-05 -7.87261507471e-06 0.00385109694616 -0.00013957050443 2.73556614689e-05 0.00432155028039 0.00015708167658 -2.31827203173e-05 0.00433672732347 4.86921920177e-06 -1.52956965057e-06 0.00372953162633 -5.47629864837e-05 6.84952068767e-05 0.00417876445141 1.09627267128e-05 2.54390577176e-05 0.00392240905709 -8.87096315624e-05 1.17035253821e-05 84.3604029625 130.235720553
19000 26.4491025141 33.7265104973 15.2384019448 0.00404836657149 -1.1704789581e-05 -9.39097205479e-06 0.00385984018811 -0.000146868059981 2.62386666467e-05 0.00429179297475 0.000170513139157 -2.67714938134e-05 0.00431882172804 4.54990928676e-06 -5.28229932592e-06 0.00373173574504 -5.87990175322e-05 7.0320335198e-05 0.00416716420986 1.06368787449e-05 2.37156770265e-05 0.00391931425619 -9.00472106864e-05 1.16378346215e-05 84.1614783964 130.188059111
20000 26.8533930432 33.7253415666 15.2374139156 0.00403717401671 -1.1658466382e-05 -1.04852756523e-05 0.00386640344229 -0.000144849202277 2.44175234468e-05 0.00425968084382 0.000170575127224 -2.98381656462e-05 0.00429980731703 4.93120534851e-06 -5.98625928416e-06 0.00373354150223 -5.91148599763e-05 6.71511963204e-05 0.00415555607173 9.56069138162e-06 2.30976174454e-05 0.0039127062425 -8.86436326253e-05 1.03625032897e-05 83.9617672784 130.133361116
21000 27.2565927049 33.7241724781 15.2362943371 0.0040267296863 -1.17864013745e-05 -1.18981126729e-05 0.00387119588363 -0.000152252970346 2.36610119927e-05 0.00423003968564 0.000183226149053 -3.36663005625e-05 0.00428533962666 4.90643832843e-06 -1.01810655958e-05 0.00373598295914 -6.11526740863e-05 6.79576738719e-05 0.00414440888925 8.91909958771e-06 2.11025013506e-05 0.00390744640492 -8.76225486916e-05 7.1635216187e-06 83.7628952202 130.071311484
22000 27.6588074758 33.7230346662 15.2350489952 0.004017833391 -1.15278010867e-05 -1.16304392195e-05 0.00388133499856 -0.000150649821441 2.54986548248e-05 0.00420200732801 0.000182754048924 -3.55368710423e-05 0.00426855157309 4.18604022126e-06 -1.09383501631e-05 0.00373666443801 -6.5502284083e-05 6.96139247376e-05 0.0041362444504 8.12361387222e-06 1.95092072838e-05 0.00390452277212 -9.20372337415e-05 1.04539686585e-05 83.5647622584 130.003080633
23000 28.0600873876 33.7219489738 15.2336889655 0.00400815864392 -1.07568816812e-05 -1.44097778114e-05 0.00388602420516 -0.000153679173741 1.92609284058e-05 0.00417354548478 0.000187756804231 -3.88908704915e-05 0.00425463076088 6.50222484948e-06 -1.57271730882e-05 0.00373927474452 -6.28947979755e-05 6.53573377413e-05 0.00412406063728 8.71082342475e-06 1.69027122975e-05 0.00389896408499 -8.57269544205e-05 6.40302377654e-06 83.368498635 129.929726389
24000 28.4604809592 33.7209044622 15.232175306 0.00399980185392 -1.02534693696e-05 -1.55718461075e-05 0.00389290984479 -0.000158121473474 1.8616192509e-05 0.00414896060677 0.000192709996676 -4.14077516097e-05 0.00423981628617 7.48889738257e-06 -1.79740506398e-05 0.00374147219476 -6.69424367615e-05 6.80135260268e-05 0.00411523790031 9.02757527322e-06 1.57222839267e-05 0.00389677922054 -8.76605791073e-05 5.97160456146e-06 83.1744641152 129.851804118
25000 28.8601118986 33.7199394485 15.2305399124 0.00399202336854 -8.84932232505e-06 -1.7073581733e-05 0.00390125257055 -0.00015278218326 1.52527913815e-05 0.00412212462737 0.000192885876079 -4.40584301465e-05 0.00422645883315 9.21575195392e-06 -2.13483747672e-05 0.00374292550855 -6.62459427482e-05 6.37697549339e-05 0.00410602958426 9.60387397581e-06 1.20972301747e-05 0.00389268188135 -8.55483878428e-05 6.1776518949e-06 82.9826278159 129.770101032
26000 29.2589730227 33.7190641963 15.2287788202 0.00398488760541 -8.29992118232e-06 -1.80580055765e-05 0.00390613840568 -0.000157379989918 1.46689081978e-05 0.00409965448198 0.000203427648184 -4.64645718503e-05 0.00421542474972 1.08336391063e-05 -2.52120866599e-05 0.00374493850038 -6.66610390571e-05 6.38255572644e-05 0.00409795051442 1.06297414392e-05 9.53149902406e-06 0.00388925454336 -8.31342382412e-05 4.53696688668e-06 82.7942047172 129.685432879
27000 29.65715675 33.7182808303 15.2268783456 0.00397872344541 -7.29655475504e-06 -1.95746182708e-05 0.0039153951607 -0.0001551350622 1.21246446557e-05 0.00407650453756 0.000197743691781 -4.83417834541e-05 0.00420237165306 1.21817865357e-05 -2.74938518216e-05 0.00374718911232 -7.02730547217e-05 6.54318502691e-05 0.00409048834762 1.07160892858e-05 6.43745765912e-06 0.00389002818312 -8.66378441626e-05 6.31551640476e-06 82.6082150684 129.598400423
28000 30.0547168172 33.7176013788 15.2248588309 0.00397335635861 -5.22067087441e-06 -2.11024271223e-05 0.00392284522363 -0.000147267942357 9.48052579474e-06 0.00405416773617 0.0002028253037 -5.10573302277e-05 0.00419314949327 1.41736442159e-05 -3.22550673931e-05 0.00374936932219 -6.85734780276e-05 6.07743110734e-05 0.00408272920657 1.19603313554e-05 2.91913356898e-06 0.00388483301332 -8.17415084566e-05 4.86898231691e-06 82.4257095722 129.509114364
29000 30.4516535419 33.7170417035 15.2226915183 0.00396698301492 -4.98060892812e-06 -2.22366194816e-05 0.00392687213243 -0.000155648642454 7.99826162815e-06 0.00403539211586 0.000202593541804 -5.24075475101e-05 0.0041815303146 1.7144968977e-05 -3.47016971515e-05 0.00375255745688 -6.99506034391e-05 6.24280668369e-05 0.00407643692043 1.35463319414e-05 8.19435599508e-07 0.00388422712152 -8.20951831306e-05 4.47262407914e-06 82.2467112256 129.419426858
30000 30.8481086426 33.7165969973 15.2203818598 0.00396209811082 -3.86703232138e-06 -2.36636475403e-05 0.00393618233446 -0.000148867013286 4.9905177326e-06 0.00401411223623 0.000201437201876 -5.46270838744e-05 0.00417304478123 1.84666855021e-05 -3.88947765607e-05 0.0037539267186 -7.144143165e-05 6.03714847194e-05 0.00406998070371 1.42943608432e-05 -4.42319218645e-06 0.00388332876147 -8.21777372492e-05 5.4530385874e-06 82.0709471456 129.328582964
31000 31.2440327745 33.7162893143 15.2179331548 0.00395668470125 -2.30836568447e-06 -2.54412172989e-05 0.00394015628012 -0.000150821420526 2.28215595158e-06 0.00399664767898 0.000209703865414 -5.69509178997e-05 0.00416316706864 2.19915537705e-05 -4.24901291125e-05 0.00375632860385 -7.0354564558e-05 5.70660596564e-05 0.00406317022472 1.6452768295e-05 -7.44382086978e-06 0.00388014831951 -7.8531903753e-05 3.72399220402e-06 81.8990010676 129.23812996
32000 31.6395272312 33.716112926 15.2153343458 0.00395320329231 -9.4810952239e-07 -2.67055495131e-05 0.003948185909 -0.000148790145325 7.61068195484e-07 0.00397947079081 0.000202241909605 -5.77103677305e-05 0.0041547388254 2.44396598473e-05 -4.58283816684e-05 0.00376035992278 -7.36505941583e-05 6.05162890159e-05 0.00405817859892 1.78471402376e-05 -1.1836747382e-05 0.00388232991856 -8.09226580591e-05 5.32377714945e-06 81.7299748112 129.147767025
33000 32.0346390096 33.7160791146 15.2126065189 0.00394905035972 4.68629813718e-07 -2.80408603378e-05 0.00395451153038 -0.000143103863831 -2.50877546107e-06 0.00396182105501 0.000206193735673 -6.04766926374e-05 0.00414768396182 2.70770221573e-05 -5.07203083882e-05 0.00376193994188 -7.21613984692e-05 5.50218782726e-05 0.00405215964159 1.97546021177e-05 -1.60828430593e-05 0.00387935109482 -7.70986352104e-05 5.0014171667e-06 81.5644809919 129.057873419
34000 32.4293770639 33.7162371424 15.2097467804 0.0039420545658 1.51271034561e-05 -2.52273483423e-05 0.00394169487915 -0.000168019453462 1.28448601381e-05 0.0039523991787 0.000201174640227 -5.73006602284e-05 0.00415308396494 6.63667092212e-05 -6.89594474838e-05 0.00375722638722 -8.13622238532e-05 5.9510455235e-05 0.00406191041349 6.16423712572e-05 -3.95975156926e-05 0.00387227534161 -8.36649541873e-05 7.66107091855e-06 81.4023044875 128.96926295
35000 32.823749433 33.716533292 15.206720006 0.00394211376609 2.82947932253e-06 -3.10015982012e-05 0.00396702710101 -0.000138863012187 -7.24590447056e-06 0.00393222039919 0.000201293356856 -6.24385876632e-05 0.00413239287098 3.33315299987e-05 -5.7776106984e-05 0.0037666189105 -7.61876284645e-05 5.56313371526e-05 0.00404175717616 2.33667809255e-05 -2.50707525762e-05 0.00388047012673 -7.91217211102e-05 6.03533373278e-06 81.2430360385 128.881448489
