cycle rbc_center_position[x y z] rbc_velocity[x y z] x_min_vel[x y z] x_max_vel[x y z] y_min_vel[x y z] y_max_vel[x y z] z_min_vel[x y z] z_max_vel[x y z] volume surface 
0 11.7365971622 20.8062632967 6.60247711294 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 86.4064976496 129.503986998
1000 11.9442794953 20.805795342 6.60244573138 0.00320572290289 -2.89945035414e-06 2.14993492815e-06 0.00260504306753 4.22624914293e-06 6.1330048268e-05 0.00388997874932 -7.08732000259e-06 -3.35412885358e-05 0.00348900269246 -1.39237186752e-05 6.50786605224e-06 0.00293016707746 1.22761411663e-05 -6.08290901536e-06 0.00166391083775 3.81464861704e-06 5.7177366638e-06 0.00444941317817 -6.06006824681e-06 -3.42067051665e-06 86.417891299 130.174468794
2000 12.300906205 20.8057143433 6.60271674424 0.00377048205884 6.34432339477e-07 4.38350754329e-06 0.0030846547999 4.95024594632e-06 0.000136254586209 0.00457721872915 -4.18914419316e-06 -9.34205654746e-05 0.00409075813831 -2.2939605032e-05 7.91266592851e-06 0.00343602988979 2.94807380392e-05 -8.96373480302e-06 0.00200040087495 9.97207373197e-06 1.75260599317e-05 0.00525704791103 -2.74143945384e-06 -1.40662154519e-05 86.4583519139 131.540037781
3000 12.6836686243 20.8058612443 6.60324668199 0.00385360445989 2.52577847344e-06 7.00057044916e-06 0.00321072051946 -2.22474929715e-06 0.000185884365978 0.00463932514638 3.76723187605e-07 -0.000132688523911 0.00416426076362 -2.71347328449e-05 2.66417996376e-06 0.00353052672586 3.57762611885e-05 -7.27233335515e-07 0.00211274140938 1.28886272516e-05 3.38958744264e-05 0.00533576050139 4.93802573489e-07 -2.5562703538e-05 86.5100265761 133.094774368
4000 13.068841557 20.8062217113 6.60403326446 0.00384441148165 4.88863259837e-06 8.80932082521e-06 0.00298362561108 -1.30043263781e-05 0.000183708277464 0.00457619578587 1.2401971031e-05 -0.000166905986129 0.00413961610852 -2.46672708597e-05 -5.86555458468e-06 0.00354134601538 3.91118072157e-05 1.03348505308e-05 0.00216969554228 1.40069238756e-05 5.39054190891e-05 0.00527962945546 4.22806648945e-06 -3.8172745682e-05 86.5500161477 134.699710523
5000 13.4520156883 20.8068091857 6.60505311187 0.00381728714282 6.21196126303e-06 1.06309557489e-05 0.00301509705953 -2.73384081151e-05 0.000196673724465 0.00449027352553 2.18333042189e-05 -0.000180582052177 0.00409561341026 -1.71594556265e-05 -1.81371050245e-05 0.00353904261871 3.40374164005e-05 2.57125323549e-05 0.00220900991379 1.16717205196e-05 7.56436467451e-05 0.00520473339928 9.23779701492e-06 -5.28827506649e-05 86.5601764232 136.299874245
6000 13.8325601831 20.8076678837 6.60632872273 0.00379215772642 9.78103709949e-06 1.43943484217e-05 0.00230607305402 -2.89861485656e-05 0.000152695405649 0.00440221664014 3.44067762916e-05 -0.000194763733729 0.00405368548426 -1.03104748853e-05 -2.34928609313e-05 0.00353217815044 3.34525657402e-05 3.83717620961e-05 0.00225043665241 1.55112204526e-05 0.000101706455384 0.00512606446911 1.4219722805e-05 -6.53013855909e-05 86.5280673826 137.865203995
7000 14.2105503383 20.8087667206 6.60783907088 0.00376759523794 1.16092545508e-05 1.57654088321e-05 0.00235984040714 -2.79622828419e-05 0.000202420465323 0.0043185784343 4.41189422259e-05 -0.000198871044759 0.00401281242752 -4.36087885939e-06 -3.12600820966e-05 0.00352646792509 2.99784910193e-05 4.8871761655e-05 0.00230105541589 1.53971793789e-05 0.000124092326314 0.00505491783656 1.87374548788e-05 -8.0502075004e-05 86.4444150543 139.372806884
8000 14.5860903687 20.8101110651 6.60952257478 0.00374417669279 1.45600376951e-05 1.77988559178e-05 0.00241774778293 -2.6371543666e-05 0.000240335140751 0.00491777437881 3.7735755806e-05 -0.000152298846769 0.00397329762675 5.28333789599e-06 -3.76153452167e-05 0.0035225699968 2.58474425457e-05 6.06198867898e-05 0.00235086818071 1.57081972116e-05 0.000147623870328 0.00497635365744 2.28583726399e-05 -9.24337194694e-05 86.3133971771 140.816322124
9000 14.9593064131 20.8117213626 6.61135354585 0.00372085550978 1.71775665949e-05 1.8904159037e-05 0.00247536717515 -2.99663367466e-05 0.00028555196901 0.00483540133675 4.26984383248e-05 -0.000182339518974 0.00393841515159 1.21497046336e-05 -4.07438234417e-05 0.00351506428087 2.56264817373e-05 6.42688906048e-05 0.00239321512362 1.60435640841e-05 0.000169614486015 0.0049085548328 2.72804916141e-05 -0.000107498655289 86.1295220772 142.180726092
