32 0.561666 -0.383837 0.000000 0.668666 -0.224973 -0.000006 0.191538
33 0.558152 -0.392931 0.000000 0.663525 -0.236076 -0.000007 0.188964
34 0.554636 -0.402027 0.000000 0.658212 -0.247346 -0.000007 0.186156
35 0.551122 -0.411122 0.000000 0.652889 -0.258702 -0.000007 0.183271
36 0.547608 -0.420217 0.000000 0.647605 -0.270159 -0.000008 0.180324
37 0.544093 -0.429312 0.000000 0.642373 -0.281653 -0.000009 0.177376
38 0.540579 -0.438407 0.000000 0.637170 -0.293249 -0.000009 0.174357
39 0.537064 -0.447502 0.000000 0.631975 -0.304905 -0.000010 0.171295
40 0.533549 -0.456598 0.000000 0.626768 -0.316528 -0.000010 0.168253
41 0.530035 -0.465692 0.000000 0.621591 -0.328207 -0.000011 0.165181
42 0.526520 -0.474787 0.000000 0.617227 -0.338988 -0.000012 0.163307
43 0.523006 -0.483883 0.000000 0.613097 -0.349693 -0.000012 0.161627
44 0.519491 -0.492978 0.000000 0.609063 -0.360420 -0.000013 0.159983
45 0.515976 -0.502072 0.000000 0.605037 -0.371146 -0.000014 0.158346
46 0.512462 -0.511167 0.000000 0.601049 -0.381913 -0.000015 0.156699
47 0.508948 -0.520263 0.000000 0.597028 -0.392664 -0.000016 0.155047
48 0.505433 -0.529358 0.000000 0.593699 -0.402759 -0.000017 0.154331
49 0.501919 -0.538452 0.000000 0.590372 -0.412877 -0.000018 0.153601
50 0.505433 -0.529358 0.000000 0.587053 -0.422959 -0.000019 0.134099
51 0.508948 -0.520263 0.000000 0.584507 -0.430446 -0.000020 0.117372
52 0.512462 -0.511167 0.000000 0.582641 -0.435548 -0.000020 0.103167
53 0.515976 -0.502072 0.000000 0.581399 -0.438476 -0.000020 0.091239
54 0.519491 -0.492978 0.000000 0.580790 -0.439465 -0.000020 0.081370
55 0.523006 -0.483883 0.000000 0.580701 -0.438722 -0.000020 0.073269
56 0.526520 -0.474787 0.000000 0.581084 -0.436470 -0.000020 0.066674
57 0.530035 -0.465692 0.000000 0.581846 -0.432930 -0.000019 0.061301
58 0.533549 -0.456598 0.000000 0.582950 -0.428256 -0.000019 0.056953
59 0.537064 -0.447502 0.000000 0.584308 -0.422678 -0.000018 0.053369
60 0.540579 -0.438407 0.000000 0.585922 -0.416373 -0.000017 0.050413
61 0.544093 -0.429312 0.000000 0.587706 -0.409492 -0.000016 0.047906
62 0.547608 -0.420217 0.000000 0.590179 -0.401684 -0.000015 0.046430
63 0.551122 -0.411122 0.000000 0.592829 -0.393547 -0.000015 0.045259
64 0.554636 -0.402027 0.000000 0.595617 -0.385188 -0.000014 0.044305
65 0.558152 -0.392931 0.000000 0.598491 -0.376590 -0.000013 0.043524
66 0.561666 -0.383837 0.000000 0.601465 -0.367825 -0.000012 0.042900
67 0.565180 -0.374742 0.000000 0.604451 -0.358995 -0.000011 0.042311
68 0.561666 -0.383837 0.000000 0.607495 -0.350093 -0.000011 0.056912
69 0.558152 -0.392931 0.000000 0.609392 -0.343871 -0.000010 0.070940
70 0.561666 -0.383837 0.000000 0.610251 -0.340031 -0.000009 0.065418
71 0.565180 -0.374742 0.000000 0.611302 -0.335641 -0.000009 0.060466
72 0.561666 -0.383837 0.000000 0.612546 -0.330733 -0.000008 0.073545
73 0.558152 -0.392931 0.000000 0.613017 -0.327920 -0.000008 0.085069
74 0.554636 -0.402027 0.000000 0.612725 -0.327118 -0.000007 0.094793
75 0.551122 -0.411122 0.000000 0.611554 -0.328344 -0.000007 0.102490
76 0.547608 -0.420217 0.000000 0.609631 -0.331330 -0.000007 0.108387
77 0.544093 -0.429312 0.000000 0.607154 -0.335723 -0.000007 0.112852
78 0.540579 -0.438407 0.000000 0.604364 -0.341124 -0.000007 0.116329
79 0.537064 -0.447502 0.000000 0.601137 -0.347566 -0.000008 0.118712
80 0.533549 -0.456598 0.000000 0.597518 -0.354898 -0.000008 0.120144
81 0.530035 -0.465692 0.000000 0.593557 -0.362994 -0.000008 0.120755
82 0.526520 -0.474787 0.000000 0.589290 -0.371747 -0.000008 0.120654
83 0.523006 -0.483883 0.000000 0.584773 -0.380914 -0.000009 0.120074
84 0.519491 -0.492978 0.000000 0.580453 -0.389953 -0.000009 0.119710
85 0.515976 -0.502072 0.000000 0.576495 -0.398692 -0.000009 0.119791
