cycle rbc_center_position[x y z] rbc_velocity[x y z] x_min_vel[x y z] x_max_vel[x y z] y_min_vel[x y z] y_max_vel[x y z] z_min_vel[x y z] z_max_vel[x y z] volume surface 
0 21.6466595086 7.63999630396 17.9335866442 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 86.4064976496 129.503986998
1000 21.8965892851 7.64013400963 17.9320932114 0.00389271833958 1.2476220972e-06 -6.56638931132e-08 0.00373022565589 2.49802377552e-05 1.41372001798e-06 0.00418077642366 -1.7947414741e-05 -3.95159772444e-06 0.00278914599452 3.56283566115e-06 6.52086893486e-06 0.00481187181656 -3.70785669852e-06 -5.35840704823e-06 0.00360480722478 7.59748908447e-06 5.25054638391e-07 0.0043228533522 -9.91680082628e-06 -1.22083343219e-06 86.1819343374 129.62857728
2000 22.3303708976 7.64011326955 17.931740756 0.00458947439507 -8.39454219728e-07 -2.78609526072e-06 0.00440597345368 5.82532166028e-05 6.80022055363e-06 0.00492230400839 -4.66108573011e-05 -1.74992743161e-05 0.0033046089272 1.08536536596e-05 6.57651809035e-06 0.00568816655716 -1.15374526753e-05 -1.04710196037e-05 0.00420984418361 1.21288225433e-05 -4.33096927191e-06 0.0051182502231 -2.6302807214e-05 2.48540967212e-06 86.1986122964 130.285368529
3000 22.7964586431 7.64001359945 17.9311850607 0.00469414178602 -6.72846809359e-07 -6.17558590341e-06 0.00410429555648 6.83304566617e-05 -2.80993721864e-07 0.00531410413558 -3.97894023729e-05 -2.09983684694e-05 0.00344094125227 2.48305071134e-05 6.1498517275e-07 0.00577153565452 -2.02248678648e-05 -1.37818598627e-05 0.00430143831157 1.53965710641e-05 -8.85922478596e-06 0.00523189584688 -3.78987737455e-05 3.07952042622e-06 86.2267293708 131.025310007
4000 23.2658089054 7.63989816849 17.9301782808 0.00468452684845 -6.63071383009e-07 -9.66572109965e-06 0.00411785311022 9.91512620276e-05 3.67559415513e-06 0.00528178754 -5.33526189029e-05 -3.23208832559e-05 0.00349591621053 4.15844155903e-05 -7.66943361328e-06 0.00570847836965 -3.23128674313e-05 -1.43004952194e-05 0.00411731747986 1.5316536566e-05 -3.6311679281e-05 0.00521203947014 -4.64135207487e-05 3.21229687972e-06 86.2235162854 131.755807542
5000 23.7329183321 7.63985456638 17.9289048773 0.00465568938137 3.00914991156e-07 -1.35193457326e-05 0.00411606256682 0.00011922903962 6.86862782212e-06 0.00522181051132 -7.28981764169e-05 -4.55379901436e-05 0.0035309827847 5.89170302265e-05 -1.66670121467e-05 0.00562564303741 -4.29278419427e-05 -1.43597993131e-05 0.00411106405437 2.40854812162e-05 -4.42914095067e-05 0.00516967374575 -5.25793048936e-05 1.22723194642e-06 86.212782488 132.472532829
6000 24.1969844216 7.63992413823 17.9273908991 0.00462558262559 1.13459211202e-06 -1.66506807803e-05 0.00411836600963 0.00014820242899 1.34530658988e-05 0.00516209773291 -8.36615317938e-05 -5.62843593618e-05 0.0035612365925 7.77295950349e-05 -2.64914042183e-05 0.0055461838848 -5.35030765768e-05 -1.40780721929e-05 0.00410155650035 3.03833642941e-05 -4.81576287688e-05 0.00512459173063 -5.75495604692e-05 3.65247254023e-07 86.1894355329 133.165320042
7000 24.6580977955 7.64010486722 17.9255437717 0.00459697225445 2.50094249557e-06 -2.02108597412e-05 0.00412371048794 0.000164320008591 1.64194493959e-05 0.00510003184417 -0.000101835783437 -6.9648797207e-05 0.00358866420248 9.48482563015e-05 -3.27107338674e-05 0.00547003272205 -6.3371318754e-05 -1.39770492603e-05 0.00409417149008 3.85411642522e-05 -5.23297305557e-05 0.00508155329962 -6.17899773266e-05 -2.87200545046e-06 86.1337843674 133.815550473
8000 25.1164048836 7.64039193425 17.9233731438 0.0045692414108 3.48025720162e-06 -2.32320951069e-05 0.00388124243309 0.000186486811244 1.57993899625e-05 0.00504148946867 -0.000110525349427 -7.92690768162e-05 0.00361339356363 0.000109194204665 -3.86456477547e-05 0.00540089272725 -7.17045780963e-05 -1.57694751658e-05 0.00408687438256 4.63256101037e-05 -5.66583521369e-05 0.00503868339841 -6.57993566588e-05 -5.13876516194e-06 86.0469669559 134.421304344
9000 25.5720445233 7.64080441582 17.9209251754 0.00454348200005 4.46438254422e-06 -2.59687949813e-05 0.00389959974967 0.000209036789994 2.25876675234e-05 0.00498219001248 -0.000127492951277 -9.11615181209e-05 0.00363939798762 0.000126443047189 -4.52309201369e-05 0.00533293592306 -8.10527645871e-05 -1.60599963289e-05 0.00407954465453 5.09571433766e-05 -5.68600958319e-05 0.00499851204074 -6.98889846259e-05 -9.05711849409e-06 85.9294870851 134.979574832
