32 -0.081282 0.492576 0.000000 -0.002441 0.527984 0.000942 0.086432
33 -0.086034 0.494019 0.000000 -0.008940 0.530326 0.000968 0.085221
34 -0.090786 0.495463 0.000000 -0.015478 0.532743 0.000994 0.084037
35 -0.095538 0.496906 0.000000 -0.022021 0.535239 0.001021 0.082917
36 -0.100291 0.498349 0.000000 -0.028494 0.537815 0.001047 0.081936
37 -0.105043 0.499793 0.000000 -0.034878 0.540495 0.001073 0.081123
38 -0.109795 0.501236 0.000000 -0.041055 0.543278 0.001099 0.080585
39 -0.114547 0.502680 0.000000 -0.047106 0.546028 0.001125 0.080179
40 -0.119299 0.504123 0.000000 -0.053118 0.548697 0.001150 0.079801
41 -0.124052 0.505567 0.000000 -0.059018 0.551414 0.001176 0.079578
42 -0.119299 0.504123 0.000000 -0.064815 0.554197 0.001201 0.074009
43 -0.114547 0.502680 0.000000 -0.067091 0.556059 0.001210 0.071434
44 -0.109795 0.501236 0.000000 -0.066113 0.557114 0.001205 0.070936
45 -0.105043 0.499793 0.000000 -0.062364 0.557584 0.001189 0.071852
46 -0.100291 0.498349 0.000000 -0.056714 0.557667 0.001166 0.073613
47 -0.095538 0.496906 0.000000 -0.049779 0.557536 0.001137 0.075968
48 -0.090786 0.495463 0.000000 -0.042102 0.557183 0.001105 0.078618
49 -0.086034 0.494019 0.000000 -0.033940 0.556727 0.001072 0.081531
50 -0.081282 0.492576 0.000000 -0.025914 0.556152 0.001039 0.084313
51 -0.076530 0.491131 0.000000 -0.018835 0.555381 0.001010 0.086358
52 -0.071777 0.489688 0.000000 -0.011873 0.554451 0.000981 0.088226
53 -0.067025 0.488244 0.000000 -0.005178 0.553425 0.000954 0.089858
54 -0.071777 0.489688 0.000000 0.001143 0.552364 0.000926 0.096158
55 -0.076530 0.491131 0.000000 0.004149 0.552242 0.000914 0.101215
56 -0.081282 0.492576 0.000000 0.004140 0.552916 0.000918 0.104588
57 -0.086034 0.494019 0.000000 0.001476 0.554074 0.000933 0.106139
58 -0.090786 0.495463 0.000000 -0.003328 0.555975 0.000957 0.106356
59 -0.095538 0.496906 0.000000 -0.009244 0.558324 0.000986 0.105924
60 -0.100291 0.498349 0.000000 -0.015918 0.561008 0.001017 0.105100
61 -0.105043 0.499793 0.000000 -0.024270 0.563746 0.001054 0.103031
62 -0.109795 0.501236 0.000000 -0.033164 0.566510 0.001093 0.100669
63 -0.114547 0.502680 0.000000 -0.041997 0.569460 0.001132 0.098612
64 -0.119299 0.504123 0.000000 -0.050705 0.572406 0.001168 0.096794
65 -0.124052 0.505567 0.000000 -0.059189 0.575523 0.001203 0.095406
66 -0.128804 0.507010 0.000000 -0.067247 0.578556 0.001237 0.094390
67 -0.133556 0.508453 0.000000 -0.074716 0.581471 0.001268 0.093783
68 -0.138308 0.509898 0.000000 -0.081402 0.584168 0.001295 0.093574
69 -0.143060 0.511341 0.000000 -0.087190 0.586579 0.001318 0.093724
70 -0.147813 0.512785 0.000000 -0.092007 0.588616 0.001336 0.094162
71 -0.152565 0.514228 0.000000 -0.096773 0.590567 0.001354 0.094563
72 -0.157317 0.515672 0.000000 -0.101473 0.592513 0.001372 0.095000
73 -0.162069 0.517115 0.000000 -0.106112 0.594457 0.001389 0.095472
74 -0.166821 0.518559 0.000000 -0.110693 0.596424 0.001406 0.095996
75 -0.171574 0.520002 0.000000 -0.115248 0.598428 0.001424 0.096567
