cycle rbc_center_position[x y z] rbc_velocity[x y z] x_min_vel[x y z] x_max_vel[x y z] y_min_vel[x y z] y_max_vel[x y z] z_min_vel[x y z] z_max_vel[x y z] volume surface 
0 102.979628232 19.8529249419 6.92730985345 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 86.4064976496 129.503986998
1000 103.187256537 19.8592276416 6.92693686622 0.0033128371776 -3.46676789387e-06 -1.84410863626e-06 0.00332944931869 7.03692809293e-05 1.81535799088e-05 0.00342428366331 -2.91576928281e-06 -3.53151108441e-05 0.00336133898397 7.09007990397e-05 -9.74403711917e-05 0.0033113190204 -2.29670059149e-06 -1.75090869525e-05 0.00144745752973 -6.8952382218e-06 -1.64925886292e-06 0.00473374587713 -6.01252195053e-06 -7.13032695636e-06 85.8273287864 129.542243222
2000 103.555498017 19.8598878883 6.92678870163 0.0039061361218 -4.44654330065e-06 5.63384851852e-06 0.003967933332 1.95221714231e-05 9.62726224052e-05 0.00401294646808 -9.07580853707e-06 -0.000105729586775 0.00399005369211 4.89945408366e-05 -4.09004620522e-05 0.00386834338191 -5.13779471833e-06 -4.95650844856e-05 0.00172833119419 -7.60232475768e-06 5.16588885955e-06 0.00564031540815 -5.24424938765e-06 1.20011571134e-06 85.7154049876 129.518068078
3000 103.951446091 19.8601566781 6.92699758792 0.00399539824716 -8.11281804516e-06 5.1321600182e-06 0.00351625152368 2.4897488988e-05 0.000179218962689 0.00408354344054 -8.8779188251e-06 -0.000160961675727 0.00406037857292 3.36265644067e-05 9.9649229345e-06 0.00393742294644 1.81342301138e-06 -7.41236578131e-05 0.00182313454005 4.48388297538e-06 4.9468559426e-06 0.00573112815545 2.37912747012e-06 -7.99932609904e-06 85.6086881371 129.595348318
4000 104.350104745 19.8600903714 6.92763592775 0.0038379356596 0.00021417627382 0.000113488218178 0.00354329148173 2.06036746808e-05 0.000244252501943 0.00466880785517 -9.43995186332e-06 -0.000189194063667 0.00405382121691 2.91671742729e-05 5.3484399827e-05 0.00391591472612 -1.82107685289e-06 -9.54210179947e-05 0.00188079128601 1.69294474292e-05 1.09568700808e-05 0.00569715833966 -2.3067091107e-05 5.70008587938e-06 85.5011632557 129.794206799
5000 104.746737938 19.8599224236 6.9285701286 0.00396153365994 -1.48841374555e-05 1.12488859698e-05 0.00357860917534 5.17926046084e-06 0.000289689827419 0.00459299923143 -5.3140889366e-06 -0.000234170910058 0.00404723299102 4.42351259974e-06 7.06916384053e-05 0.00387303655509 4.47436121454e-06 -0.000104624933101 0.00191768365679 4.88914373287e-05 2.40376652133e-05 0.00562105467197 -3.43678107141e-05 -9.79369449542e-07 85.3690262751 130.104883586
6000 105.140920309 19.8592813619 6.92971781285 0.00393591261145 -1.31531473781e-05 1.28342642251e-05 0.00359428914399 9.31262569549e-06 0.000331746064403 0.00452099502206 -3.90079927993e-06 -0.000275567321977 0.00401949514395 1.00851027274e-05 0.000111251738526 0.0038409728394 -6.08343734276e-08 -0.000120491707958 0.00196564963963 4.97748947731e-05 2.95886986463e-05 0.00554805318877 -3.92372802348e-05 4.40906540875e-07 85.2390386396 130.471615834
7000 105.532633464 19.8583902785 6.93091719508 0.00370911413335 0.000297956709897 0.000186334178739 0.00362446731082 4.49377216878e-06 0.000373553903531 0.00444705688936 -6.45053163391e-06 -0.000317153975187 0.00400229461605 1.1997176358e-05 0.000115053236371 0.00380454623647 -1.75963439089e-06 -0.000130987293645 0.00200353038624 6.75073977524e-05 3.86081047921e-05 0.00548415104233 -5.21514389623e-05 -3.75187222256e-06 85.0897857438 130.910738158
8000 105.922230467 19.8571920364 6.9322381735 0.00389017255157 -1.65402742845e-05 1.34665377174e-05 0.00312866940811 -1.84416195263e-05 0.000333211609733 0.0043681835278 -7.63323793529e-06 -0.000342822665381 0.00398948295891 7.13406240859e-06 0.00013569244038 0.00377004091387 -4.92063247352e-07 -0.000138244161711 0.00204418709921 8.01393571705e-05 5.00432445546e-05 0.00541726285615 -5.95441899236e-05 -4.88696753877e-06 84.9426602329 131.399785708
9000 106.30946555 19.8560271142 6.93368191091 0.00386811220944 -1.84447884394e-05 1.58411875823e-05 0.00318614628265 -2.71407151529e-05 0.000379746302669 0.00428869543907 -1.70706624629e-05 -0.000386360447704 0.00400090745696 -2.22783698712e-05 0.0001300328554 0.00374568816167 1.34623972457e-06 -0.000145811109888 0.00208832049802 8.93439295028e-05 6.83234656468e-05 0.00535407469321 -7.67318598636e-05 -1.91790154572e-05 84.7441004052 131.954970104
10000 106.69497732 19.854560369 6.93518001256 0.00385209643414 -2.03210655863e-05 1.33497674973e-05 0.00322923647449 -3.32194438871e-05 0.000410282004462 0.00467089377419 8.21500623072e-06 -0.000301075844345 0.00397475468208 -2.99871170874e-06 0.000150870912332 0.00370296327791 5.78006107629e-06 -0.000147360855457 0.00212262008801 0.000100941580158 7.11035828967e-05 0.00529772704526 -7.36480120452e-05 -1.49618713515e-05 84.5560680783 132.526613477
11000 107.078526559 19.8540156237 6.9371121077 0.00383242787745 -2.28072854698e-05 1.57177379692e-05 0.00328586935459 -3.76496030392e-05 0.000426047363898 0.00459408406836 6.96890012872e-06 -0.000343818726274 0.00398232198173 -1.83129353864e-05 0.000174862357701 0.0036718968282 3.5109339762e-06 -0.000146422988369 0.00216228471718 0.000108011889058 8.29140834628e-05 0.00523542144853 -8.28878607217e-05 -1.88297441671e-05 84.2408357773 132.968428297
