cycle rbc_center_position[x y z] rbc_velocity[x y z] x_min_vel[x y z] x_max_vel[x y z] y_min_vel[x y z] y_max_vel[x y z] z_min_vel[x y z] z_max_vel[x y z] volume surface 
0 76.4443477096 11.7157852703 7.30405467852 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 86.4064976496 129.503986998
1000 76.6459575835 11.7160669917 7.30402966833 0.00303356162486 1.36704653198e-06 -1.37247658033e-06 0.00341291362697 7.40977504081e-06 2.95837088759e-05 0.0025489316857 -8.37032131782e-06 -2.24957525506e-05 0.0027354604287 4.58219132074e-06 -7.64750471753e-06 0.00325609150143 1.16052922948e-06 1.22774807464e-05 0.00151459202264 1.01575262495e-05 8.31648176521e-06 0.00423096641443 2.37311921672e-06 -6.15250140887e-06 86.4027644231 129.399342269
2000 76.9809058434 11.7163254644 7.30376178121 0.00352999205149 3.59867179214e-06 -4.12689059798e-06 0.00400442913748 2.0260064219e-05 7.67037679604e-05 0.00342510932413 -3.46208802821e-05 -5.38115533647e-05 0.00315000959678 6.59968676686e-06 -2.09432869954e-05 0.00381371772383 5.5274735281e-06 3.07729070209e-05 0.00180219590276 1.53674601341e-05 1.52333663033e-05 0.00495420147392 8.95034409636e-06 -1.85467396632e-05 86.39044605 129.26822683
3000 77.3390904552 11.7167908589 7.30322090199 0.00360755232529 5.8703374603e-06 -6.90637823368e-06 0.00359707237491 3.92161878073e-05 9.28484772648e-05 0.0034854964565 -4.85895896729e-05 -8.96042132077e-05 0.00322533284882 7.44095317174e-06 -3.42783430253e-05 0.003903676498 1.02252260978e-05 4.42176040079e-05 0.00193226468658 9.58132074488e-06 5.22526163133e-06 0.00503517411315 1.83751970022e-05 -3.01461815781e-05 86.3678959992 129.254856975
4000 77.6998431883 11.7174676229 7.30220968099 0.00360413983856 7.73362850681e-06 -1.13069018761e-05 0.00315620447376 6.30534287173e-05 0.000116746403848 0.00369793400578 -4.33382226188e-05 -9.68852579788e-05 0.0032308024429 6.88675023753e-06 -4.73516596831e-05 0.00390206435899 1.54988666726e-05 5.14255851041e-05 0.0019705032121 1.01875128617e-05 8.48786487655e-06 0.00499580765944 2.66959706327e-05 -3.94166547194e-05 86.3235227328 129.358664863
5000 78.0593326453 11.718336571 7.30078653547 0.00358656166579 1.01946646188e-05 -1.4920972422e-05 0.00262498098874 9.02747893081e-05 0.000113550419859 0.00384781164591 -7.84025785369e-05 -0.000128062263541 0.00322538776623 5.34385577455e-06 -5.68295664116e-05 0.00388456914779 2.21007940712e-05 5.52905302143e-05 0.00199182653527 1.11820317697e-05 1.32296433963e-05 0.00494777960361 3.69612711755e-05 -5.01655547003e-05 86.2700686374 129.584474045
6000 78.416939859 11.7194768091 7.29903270935 0.00356673618503 1.25617908087e-05 -1.86336729802e-05 0.00264278144693 0.000105907501559 0.000150009114169 0.004352101888 -4.71228337429e-05 -0.000107134026425 0.003213607165 3.7365403848e-06 -6.67827300865e-05 0.0038654289217 2.88910721714e-05 5.85588426953e-05 0.00200957795587 1.17358764822e-05 2.02337276276e-05 0.00489459732534 4.34304704809e-05 -5.69547893533e-05 86.2031719538 129.915406151
7000 78.7726222504 11.7208016579 7.29683794036 0.00354823689999 1.43387607056e-05 -2.34041988275e-05 0.00266567018165 0.000113051450118 0.000174922698553 0.00431115906973 -5.2452818776e-05 -0.000124339595086 0.00319970242179 1.76903350202e-06 -7.62243422179e-05 0.00384652477871 3.51226834028e-05 5.72418533859e-05 0.00203289057197 1.35037746749e-05 2.77119796226e-05 0.00485337634889 5.23978107133e-05 -6.72469118328e-05 86.1213393943 130.335083718
8000 79.1263828097 11.7223332174 7.29413147116 0.00352836117217 1.60586920232e-05 -2.72006115283e-05 0.00268849548296 0.000116451294526 0.000197357122095 0.0042680102407 -5.58060977331e-05 -0.000142942252303 0.00319081614623 7.55373703198e-07 -7.99860701267e-05 0.00382599454139 4.27636105012e-05 5.65357149527e-05 0.00205002692813 1.60814950559e-05 3.52347789494e-05 0.0048060610951 5.64584258222e-05 -7.45790058077e-05 86.0134011236 130.814556656
9000 79.4783993604 11.724055009 7.29113523396 0.00351137336536 1.80503662647e-05 -3.1493721667e-05 0.00209297115114 2.93971686738e-05 0.000145998624772 0.00422824437527 -6.55326769237e-05 -0.000167919246804 0.00317752841304 -4.40881269721e-07 -8.59313286124e-05 0.00380943226499 4.85194630814e-05 5.4945050859e-05 0.00206640618612 2.07813082534e-05 4.37964063795e-05 0.00476764343806 6.38954033056e-05 -8.61110393765e-05 85.9005212456 131.371993968
10000 79.8287600162 11.7260176825 7.28780335257 0.00349552420929 2.11286374571e-05 -3.4980201704e-05 0.00213144388192 4.70023733963e-05 0.000177279275221 0.00418630783266 -6.19734320852e-05 -0.000179096368018 0.00316485441066 -1.61311284224e-06 -9.30702558119e-05 0.00379176375198 5.53390453304e-05 5.13518858366e-05 0.00208429181577 2.55525777397e-05 5.30359293433e-05 0.00472597395128 6.58324749441e-05 -9.27795550146e-05 85.781951081 131.995325195
11000 80.1773823541 11.7281798087 7.28405340961 0.00347869669547 2.21944449209e-05 -3.87253321542e-05 0.00216992395742 5.91653991081e-05 0.000199588041636 0.00414448697071 -7.19884932066e-05 -0.000206401363534 0.00315660570558 -1.78940712278e-06 -9.30172791654e-05 0.00377497783076 6.27666334361e-05 5.16927720035e-05 0.00210882323211 3.08005241217e-05 6.43911334716e-05 0.00468663461867 7.05342186732e-05 -0.000103187796321 85.6334052161 132.639559714
12000 80.5243572382 11.7304629179 7.27987170474 0.00346267556446 2.41196483566e-05 -4.24748059765e-05 0.00220775085265 6.66921047523e-05 0.000217829685694 0.00410155494373 -6.814064213e-05 -0.00021602803108 0.00314560863625 -2.51435637972e-06 -9.6417306041e-05 0.00375690332561 6.75778273308e-05 4.59060430566e-05 0.00213814250272 3.53588051186e-05 7.29696692689e-05 0.00464651550412 7.09205029188e-05 -0.000111673321858 85.4698780881 133.314161739
13000 80.8697625537 11.7329877357 7.27536963904 0.00344604632138 2.59260239215e-05 -4.61152361819e-05 0.00224792637213 7.76952252389e-05 0.000241618248375 0.00447763437624 -4.36000420513e-05 -0.000211838977627 0.00313251422652 -3.42801890971e-06 -0.00010010882989 0.00373777829676 7.35599061684e-05 4.13233562987e-05 0.00210192026809 -3.91048339218e-06 6.62237877335e-05 0.00460742195702 7.45399239066e-05 -0.000122500240041 85.2908581455 134.012426276
14000 81.2137301265 11.7356601421 7.27062828011 0.00343266814505 2.75315858151e-05 -4.86226413986e-05 0.00229407373244 9.24684784897e-05 0.00026688686476 0.00443235627622 -4.69414966019e-05 -0.000230370294913 0.00312621149243 -3.27186212374e-06 -9.78353229548e-05 0.00372296016104 7.97446994125e-05 4.09070066844e-05 0.00212604005934 -2.15670529878e-07 7.47486912131e-05 0.00457053390604 7.36293343717e-05 -0.000129403735143 85.1076676744 134.743707688
15000 81.5562804776 11.738524958 7.26561973357 0.00341852215792 2.95389984706e-05 -5.16304873501e-05 0.00234108971882 0.00010599780201 0.0002885429044 0.00438577564621 -4.65727293204e-05 -0.000244041868931 0.00311819949504 -3.99662919279e-06 -0.000100077981599 0.00370508047226 8.39335161463e-05 3.51484012512e-05 0.00215613846619 4.57063377672e-06 8.41392306948e-05 0.00452852234487 7.42770766019e-05 -0.00013830836557 84.910768463 135.482266018
16000 81.8974806419 11.7415330816 7.26033952859 0.003405344793 3.06301160545e-05 -5.44961304112e-05 0.00238246781345 0.000109856718371 0.000297561173467 0.00434061936373 -5.1569930521e-05 -0.000269989855611 0.00310802584031 -4.59321608143e-06 -0.000101867175052 0.00369003160252 8.92848605334e-05 3.3112736204e-05 0.00219001737491 9.81544659017e-06 9.18958637172e-05 0.00449632680057 7.44526415154e-05 -0.000146810458375 84.6965564937 136.222675141
17000 82.237400931 11.7446920743 7.25481258305 0.00339322304336 3.25840658983e-05 -5.61129804527e-05 0.00242599940085 0.000116987871613 0.000313903672477 0.00442979757419 6.34953222742e-07 -0.000246246722409 0.00310244933862 -3.97058464173e-06 -9.88983282096e-05 0.00367480972941 9.37439346771e-05 3.05292719048e-05 0.00221923267587 1.42481427498e-05 9.83168414753e-05 0.00445231833606 7.26983334202e-05 -0.000153962158505 84.4730657162 136.96470342
18000 82.5761526191 11.7480248387 7.24909463772 0.00338191382027 3.39118919768e-05 -5.81835522911e-05 0.00247234109529 0.00012640457101 0.000331053816879 0.00437535254466 -5.46274328849e-06 -0.000280757246742 0.00309751495858 -4.9609906951e-06 -9.85606817595e-05 0.00365958155187 9.67438571419e-05 2.61091616449e-05 0.00224621587929 1.86504933352e-05 0.000105692125525 0.00442077536356 7.27740414617e-05 -0.000164039207758 84.2363995369 137.700243076
19000 82.9138318255 11.7514705908 7.24321237208 0.00337195083032 3.54314567982e-05 -5.99902913702e-05 0.00252224948731 0.000136439878911 0.00034573726532 0.00432538850936 -7.44323627574e-06 -0.000292189280417 0.00309117889922 -5.27968021822e-06 -0.000100324031322 0.00364790398872 0.000101211579412 2.57322918333e-05 0.00227368432456 2.35098489158e-05 0.000117167438582 0.00437820465947 7.04460941705e-05 -0.000168768992134 83.9877705087 138.426290699
20000 83.2505131954 11.7551017135 7.237202625 0.00336235468155 3.6812903537e-05 -6.05553256257e-05 0.00256525651644 0.000138067460695 0.000351834108556 0.00427336948139 -1.04230861544e-05 -0.000316047506373 0.00308682482482 -4.58905965169e-06 -9.5849494015e-05 0.00363407592021 0.000103890353994 2.22589758019e-05 0.00231107768527 2.90224510759e-05 0.000125321504453 0.00434448041649 6.97841147221e-05 -0.000178437372515 83.7295591098 139.13967511
21000 83.5862834745 11.7588328982 7.23107449313 0.00335355664239 3.77636296583e-05 -6.18715169384e-05 0.00260730205684 0.000141927627277 0.00036427944651 0.00422602925057 -1.54415557136e-05 -0.000331828421496 0.0030842074535 -5.56121406647e-06 -9.35181999939e-05 0.00362151779157 0.000105814082836 1.82201413814e-05 0.00234178554785 3.30915688937e-05 0.000129773452581 0.00430614337569 6.63444644486e-05 -0.000182113953934 83.4615723922 139.840351273
22000 83.9212689581 11.762679254 7.22485935519 0.00334622535064 3.88812499608e-05 -6.23646767108e-05 0.00265281704217 0.000147352070928 0.000375899355374 0.00417800568628 -1.5961272417e-05 -0.000344050709854 0.00308161120469 -5.76296547456e-06 -9.35781744261e-05 0.00361209897149 0.000108664851626 1.83504651482e-05 0.00236815381185 3.696402712e-05 0.000136262683387 0.004272047645 6.50151847101e-05 -0.000191286436177 83.1853631229 140.525867577
